(27,22,0,61,58,1)
(28,22,1,60,58,0)
(28,21,0,60,59,1)
(29,21,1,59,59,0)
(27,21,0,61,59,1)
(27,22,1,61,58,0)
(26,22,0,62,58,1)
(26,23,1,62,57,0)
(25,23,0,63,57,1)
(25,24,1,63,56,0)
(24,23,0,64,57,1)
(25,23,1,63,57,0)
(25,22,0,63,58,1)
(26,22,1,62,58,0)
(26,21,0,62,59,1)
(27,21,1,61,59,0)
(27,20,0,61,60,1)
(28,20,1,60,60,0)
(26,20,0,62,60,1)
(26,21,1,62,59,0)
(25,21,0,63,59,1)
(25,22,1,63,58,0)
(24,22,0,64,58,1)
(24,23,1,64,57,0)
(23,22,0,65,58,1)
(24,22,1,64,58,0)
(24,21,0,64,59,1)
(25,21,1,63,59,0)
(25,20,0,63,60,1)
(26,20,1,62,60,0)
(26,19,0,62,61,1)
(27,19,1,61,61,0)
(25,19,0,63,61,1)
(25,20,1,63,60,0)
(24,20,0,64,60,1)
(24,21,1,64,59,0)
(23,21,0,65,59,1)
(23,22,1,65,58,0)
(22,21,0,66,59,1)
(23,21,1,65,59,0)
(23,20,0,65,60,1)
(24,20,1,64,60,0)
(24,19,0,64,61,1)
(25,19,1,63,61,0)
(25,18,0,63,62,1)
(26,18,1,62,62,0)
(24,18,0,64,62,1)
(24,19,1,64,61,0)
(23,19,0,65,61,1)
(23,20,1,65,60,0)
(22,20,0,66,60,1)
(22,21,1,66,59,0)
(21,20,0,67,60,1)
(22,20,1,66,60,0)
(22,19,0,66,61,1)
(23,19,1,65,61,0)
(23,18,0,65,62,1)
(24,18,1,64,62,0)
(24,17,0,64,63,1)
(25,17,1,63,63,0)
(23,17,0,65,63,1)
(23,18,1,65,62,0)
(22,18,0,66,62,1)
(22,19,1,66,61,0)
(21,19,0,67,61,1)
(21,20,1,67,60,0)
(20,19,0,68,61,1)
(21,19,1,67,61,0)
(21,18,0,67,62,1)
(22,18,1,66,62,0)
(22,17,0,66,63,1)
(23,17,1,65,63,0)
(23,16,0,65,64,1)
(24,16,1,64,64,0)
(22,16,0,66,64,1)
(22,17,1,66,63,0)
(21,17,0,67,63,1)
(21,18,1,67,62,0)
(20,18,0,68,62,1)
(20,19,1,68,61,0)
(19,18,0,69,62,1)
(20,18,1,68,62,0)
(20,17,0,68,63,1)
(21,17,1,67,63,0)
(21,16,0,67,64,1)
(22,16,1,66,64,0)
(22,15,0,66,65,1)
(23,15,1,65,65,0)
(21,15,0,67,65,1)
(21,16,1,67,64,0)
(20,16,0,68,64,1)
(20,17,1,68,63,0)
(19,17,0,69,63,1)
(19,18,1,69,62,0)
(18,17,0,70,63,1)
(19,17,1,69,63,0)
(19,16,0,69,64,1)
(20,16,1,68,64,0)
(20,15,0,68,65,1)
(21,15,1,67,65,0)
(21,14,0,67,66,1)
(22,14,1,66,66,0)
(20,14,0,68,66,1)
(20,15,1,68,65,0)
(19,15,0,69,65,1)
(19,16,1,69,64,0)
(18,16,0,70,64,1)
(18,17,1,70,63,0)
(17,16,0,71,64,1)
(18,16,1,70,64,0)
(18,15,0,70,65,1)
(19,15,1,69,65,0)
(19,14,0,69,66,1)
(20,14,1,68,66,0)
(20,13,0,68,67,1)
(21,13,1,67,67,0)
(19,13,0,69,67,1)
(19,14,1,69,66,0)
(18,14,0,70,66,1)
